Tarih,Ürün,Avrupa Birliği Para Birimi,AB Piyasa Fiyatı,AB Piyasa Fiyatı- Yüksek,AB Piyasa Fiyatı- Düşük,Dolar Kuru (Satış)
2022-12-08,ICE BRENT,$/BBL,76.14999999936,79.17,75.740000000448,18.6538
2022-12-07,ICE BRENT,$/BBL,77.17000000012798,80.48999999980799,76.91000000006399,18.6501
2022-12-06,ICE BRENT,$/BBL,79.349999999424,83.68999999987201,78.699999999936,18.6479
2022-12-05,ICE BRENT,$/BBL,82.68000000019201,88.440000000576,82.52000000025599,18.6465
2022-12-04,ICE BRENT,$/BBL,85.57000000012799,87.90999999936001,85.159999999872,18.6438
2022-12-03,ICE BRENT,$/BBL,85.57000000012799,87.90999999936001,85.159999999872,18.6438
2022-12-02,ICE BRENT,$/BBL,85.57000000012799,87.90999999936001,85.159999999872,18.6438
2022-12-01,ICE BRENT,$/BBL,86.880000000192,89.369999999616,86.259999999936,18.6458
2022-11-30,ICE BRENT,$/BBL,83.03000000064,85.99999999987202,82.389999999552,18.653
2022-11-29,ICE BRENT,$/BBL,83.03000000064,85.99999999987202,82.389999999552,18.6475
2022-11-28,ICE BRENT,$/BBL,83.19000000057599,84.10000000012799,80.609999999424,18.6404
2022-11-27,ICE BRENT,$/BBL,83.63000000006399,86.870000000448,83.58999999974401,18.6406
2022-11-26,ICE BRENT,$/BBL,83.63000000006399,86.870000000448,83.58999999974401,18.6406
2022-11-25,ICE BRENT,$/BBL,83.63000000006399,86.870000000448,83.58999999974401,18.6406
2022-11-24,ICE BRENT,$/BBL,85.34000000063999,85.539999999552,83.89999999987201,18.638
2022-11-23,ICE BRENT,$/BBL,85.410000000192,89.56000000012799,84.11999999961601,18.6397
2022-11-22,ICE BRENT,$/BBL,88.35999999993601,89.89999999948799,87.350000000256,18.6369
2022-11-21,ICE BRENT,$/BBL,87.450000000384,87.980000000256,82.310000000256,18.6314
2022-11-20,ICE BRENT,$/BBL,87.620000000064,90.629999999616,85.79999999961602,18.628
2022-11-19,ICE BRENT,$/BBL,87.620000000064,90.629999999616,85.79999999961602,18.628
2022-11-18,ICE BRENT,$/BBL,87.620000000064,90.629999999616,85.79999999961602,18.628
2022-11-17,ICE BRENT,$/BBL,89.77999999987202,92.91000000038399,89.52999999955199,18.6294
2022-11-16,ICE BRENT,$/BBL,92.86000000032,94.79000000063999,91.669999999872,18.6251
2022-11-15,ICE BRENT,$/BBL,93.86000000025601,95.769999999744,91.52999999942399,18.6199
2022-11-14,ICE BRENT,$/BBL,93.13999999987202,96.950000000448,92.540000000448,18.6153
2022-11-13,ICE BRENT,$/BBL,95.98999999948799,96.91999999987199,93.69000000057599,18.5448
2022-11-12,ICE BRENT,$/BBL,95.98999999948799,96.91999999987199,93.69000000057599,18.5448
2022-11-11,ICE BRENT,$/BBL,95.98999999948799,96.91999999987199,93.69000000057599,18.5448
2022-11-10,ICE BRENT,$/BBL,93.66999999974401,94.32000000057599,91.72999999967999,18.6127
2022-11-09,ICE BRENT,$/BBL,92.65000000032,95.65000000012799,92.33000000044801,18.6126
2022-11-08,ICE BRENT,$/BBL,95.359999999488,98.299999999488,95.010000000384,18.6138
2022-11-07,ICE BRENT,$/BBL,97.91999999980798,99.559999999488,96.49999999987202,18.6168
2022-11-06,ICE BRENT,$/BBL,98.57000000064,98.809999999872,94.33000000032,18.6271
2022-11-05,ICE BRENT,$/BBL,98.57000000064,98.809999999872,94.33000000032,18.6271
2022-11-04,ICE BRENT,$/BBL,98.57000000064,98.809999999872,94.33000000032,18.6271
2022-11-03,ICE BRENT,$/BBL,94.66999999968,95.979999999744,94.18999999987201,18.6307
2022-11-02,ICE BRENT,$/BBL,96.160000000512,96.49999999987202,94.010000000448,18.6316
2022-11-01,ICE BRENT,$/BBL,94.650000000192,95.55,92.33000000044801,18.6291
2022-10-31,ICE BRENT,$/BBL,95.769999999744,96.89000000063999,94.96000000032001,18.625
2022-10-30,ICE BRENT,$/BBL,95.769999999744,96.89000000063999,94.96000000032001,18.6215
2022-10-29,ICE BRENT,$/BBL,95.769999999744,96.89000000063999,94.96000000032001,18.6215
2022-10-28,ICE BRENT,$/BBL,95.769999999744,96.89000000063999,94.96000000032001,18.6215
2022-10-27,ICE BRENT,$/BBL,96.960000000192,97.27000000032,95.07000000019201,18.6215
2022-10-26,ICE BRENT,$/BBL,95.69000000044801,96.249999999552,92.06000000063999,18.6199
2022-10-25,ICE BRENT,$/BBL,93.519999999552,94.380000000384,91.61999999980799,18.616
2022-10-24,ICE BRENT,$/BBL,93.25999999948799,94.39999999987201,91.22000000064,18.6165
2022-10-23,ICE BRENT,$/BBL,93.50000000006399,93.800000000448,90.99999999955199,18.6076
2022-10-22,ICE BRENT,$/BBL,93.50000000006399,93.800000000448,90.99999999955199,18.6076
2022-10-21,ICE BRENT,$/BBL,93.50000000006399,93.800000000448,90.99999999955199,18.6076
2022-10-20,ICE BRENT,$/BBL,92.380000000512,94.769999999808,91.91000000044801,18.6021
2022-10-19,ICE BRENT,$/BBL,92.40999999974399,92.850000000576,89.319999999552,18.5996
2022-10-18,ICE BRENT,$/BBL,90.030000000192,92.660000000064,88.77000000019201,18.5998
2022-10-17,ICE BRENT,$/BBL,91.61999999980799,93.209999999424,90.829999999872,18.5997
2022-10-16,ICE BRENT,$/BBL,91.62999999955198,95.110000000512,91.28000000044801,18.593
2022-10-15,ICE BRENT,$/BBL,91.62999999955198,95.110000000512,91.28000000044801,18.593
2022-10-14,ICE BRENT,$/BBL,91.62999999955198,95.110000000512,91.28000000044801,18.593
2022-10-13,ICE BRENT,$/BBL,94.569999999552,94.92,91.08000000019202,18.5991
2022-10-12,ICE BRENT,$/BBL,92.450000000064,95.17000000031999,91.56,18.5999
2022-10-11,ICE BRENT,$/BBL,94.29,96.459999999552,93.11000000063999,18.5949
2022-10-10,ICE BRENT,$/BBL,96.18999999974399,98.750000000064,95.65000000012799,18.5915
2022-10-09,ICE BRENT,$/BBL,97.91999999980798,98.58000000038399,93.93999999955199,18.5927
2022-10-08,ICE BRENT,$/BBL,97.91999999980798,98.58000000038399,93.93999999955199,18.5927
2022-10-07,ICE BRENT,$/BBL,97.91999999980798,98.58000000038399,93.93999999955199,18.5927
2022-10-06,ICE BRENT,$/BBL,94.41999999936,94.97999999980799,92.719999999872,18.5923
2022-10-05,ICE BRENT,$/BBL,93.36999999935999,93.960000000384,90.76000000031999,18.5885
2022-10-04,ICE BRENT,$/BBL,91.800000000576,92.39999999999999,88.77999999993601,18.5781
2022-10-03,ICE BRENT,$/BBL,88.860000000576,89.820000000192,86.35000000032,18.5731
2022-10-02,ICE BRENT,$/BBL,87.95999999942401,89.79999999936001,87.689999999616,18.5521
2022-10-01,ICE BRENT,$/BBL,87.95999999942401,89.79999999936001,87.689999999616,18.5521
2022-09-30,ICE BRENT,$/BBL,87.95999999942401,89.79999999936001,87.689999999616,18.5521
2022-09-29,ICE BRENT,$/BBL,88.49000000064,90.120000000576,87.329999999424,18.5371
2022-09-28,ICE BRENT,$/BBL,89.319999999552,89.46999999974399,84.260000000064,18.5195
2022-09-27,ICE BRENT,$/BBL,86.26999999968,87.15,84.009999999744,18.4842
2022-09-26,ICE BRENT,$/BBL,84.05999999980799,87.65000000063999,83.809999999488,18.4598
2022-09-25,ICE BRENT,$/BBL,86.150000000064,90.83999999961601,85.500000000576,18.4033
2022-09-24,ICE BRENT,$/BBL,86.150000000064,90.83999999961601,85.500000000576,18.4033
2022-09-23,ICE BRENT,$/BBL,86.150000000064,90.83999999961601,85.500000000576,18.4033
2022-09-22,ICE BRENT,$/BBL,90.459999999936,92.810000000256,89.300000000064,18.3732
2022-09-21,ICE BRENT,$/BBL,89.829999999936,93.50000000006399,89.300000000064,18.3279
2022-09-20,ICE BRENT,$/BBL,90.61999999987201,93.049999999488,89.79999999936001,18.3115
2022-09-19,ICE BRENT,$/BBL,91.999999999488,92.56999999968001,88.50000000038399,18.2987
2022-09-18,ICE BRENT,$/BBL,91.35,92.660000000064,90.249999999936,18.2802
2022-09-17,ICE BRENT,$/BBL,91.35,92.660000000064,90.249999999936,18.2802
2022-09-16,ICE BRENT,$/BBL,91.35,92.660000000064,90.249999999936,18.2802
2022-09-15,ICE BRENT,$/BBL,90.83999999961601,94.65999999993599,90.030000000192,18.2755
2022-09-14,ICE BRENT,$/BBL,94.099999999488,95.80000000032,91.929999999936,18.2649
2022-09-13,ICE BRENT,$/BBL,93.170000000448,95.530000000512,91.049999999616,18.2533
2022-09-12,ICE BRENT,$/BBL,93.99999999936001,95.17000000031999,91.209999999552,18.2515
2022-09-11,ICE BRENT,$/BBL,92.83999999948799,93.12000000038398,88.600000000512,18.2517
2022-09-10,ICE BRENT,$/BBL,92.83999999948799,93.12000000038398,88.600000000512,18.2517
2022-09-09,ICE BRENT,$/BBL,92.83999999948799,93.12000000038398,88.600000000512,18.2517
2022-09-08,ICE BRENT,$/BBL,89.149999999872,89.829999999936,87.240000000384,18.2523
2022-09-07,ICE BRENT,$/BBL,87.999999999744,93.800000000448,87.69999999936,18.2468
2022-09-06,ICE BRENT,$/BBL,92.82999999974399,95.939999999424,92.299999999872,18.2376
2022-09-05,ICE BRENT,$/BBL,95.740000000512,96.989999999424,93.02000000025599,18.2378
2022-09-04,ICE BRENT,$/BBL,93.02000000025599,95.320000000512,92.65000000032,18.2337
2022-09-03,ICE BRENT,$/BBL,93.02000000025599,95.320000000512,92.65000000032,18.2337
2022-09-02,ICE BRENT,$/BBL,93.02000000025599,95.320000000512,92.65000000032,18.2337
2022-09-01,ICE BRENT,$/BBL,92.35999999968,95.67999999936,91.81000000032,18.2132
2022-08-31,ICE BRENT,$/BBL,99.31000000051199,105.45000000057601,97.54999999987201,18.2031
2022-08-30,ICE BRENT,$/BBL,99.31000000051199,105.45000000057601,97.54999999987201,18.1975
2022-08-29,ICE BRENT,$/BBL,105.090000000384,105.47999999980799,100.16000000025599,18.1975
2022-08-28,ICE BRENT,$/BBL,100.990000000512,101.210000000256,98.10000000057599,18.1892
2022-08-27,ICE BRENT,$/BBL,100.990000000512,101.210000000256,98.10000000057599,18.1892
2022-08-26,ICE BRENT,$/BBL,100.990000000512,101.210000000256,98.10000000057599,18.1892
2022-08-25,ICE BRENT,$/BBL,99.339999999744,102.470000000256,99.11999999999999,18.1793
2022-08-24,ICE BRENT,$/BBL,101.22,101.90000000006398,99.100000000512,18.1503
2022-08-23,ICE BRENT,$/BBL,100.22000000006399,100.44999999955199,96.530000000448,18.1345
2022-08-22,ICE BRENT,$/BBL,96.48000000038398,97.28000000006399,92.35999999968,18.1314
2022-08-21,ICE BRENT,$/BBL,96.719999999616,97.879999999488,94.24999999968,18.1093
2022-08-20,ICE BRENT,$/BBL,96.719999999616,97.879999999488,94.24999999968,18.1093
2022-08-19,ICE BRENT,$/BBL,96.719999999616,97.879999999488,94.24999999968,18.1093
2022-08-18,ICE BRENT,$/BBL,96.59000000025601,97.420000000512,93.049999999488,18.0011
2022-08-17,ICE BRENT,$/BBL,93.650000000256,94.480000000512,91.50999999993601,17.9735
2022-08-16,ICE BRENT,$/BBL,92.340000000192,95.95000000051199,91.71000000019201,17.9744
2022-08-15,ICE BRENT,$/BBL,95.09999999942401,98.170000000128,92.77999999968,17.9734
2022-08-14,ICE BRENT,$/BBL,98.15000000063999,100.38000000000001,96.93999999936001,17.9689
2022-08-13,ICE BRENT,$/BBL,98.15000000063999,100.38000000000001,96.93999999936001,17.9689
2022-08-12,ICE BRENT,$/BBL,98.15000000063999,100.38000000000001,96.93999999936001,17.9689
2022-08-11,ICE BRENT,$/BBL,99.599999999808,100.16999999999999,96.630000000576,17.9679
2022-08-10,ICE BRENT,$/BBL,96.30999999936,98.399999999616,94.900000000512,17.9631
2022-08-09,ICE BRENT,$/BBL,96.30999999936,98.399999999616,94.900000000512,17.9642
2022-08-08,ICE BRENT,$/BBL,96.650000000064,96.759999999936,93.010000000512,17.9716
2022-08-07,ICE BRENT,$/BBL,94.92,96.399999999744,92.77999999968,17.9685
2022-08-06,ICE BRENT,$/BBL,94.92,96.399999999744,92.77999999968,17.9685
2022-08-05,ICE BRENT,$/BBL,94.92,96.399999999744,92.77999999968,17.9685
2022-08-04,ICE BRENT,$/BBL,94.12000000031999,97.659999999744,93.19999999968,17.9673
2022-08-03,ICE BRENT,$/BBL,96.779999999424,102.41000000044801,96.49999999987202,17.9681
2022-08-02,ICE BRENT,$/BBL,100.539999999936,102.41000000044801,98.49,17.965
2022-08-01,ICE BRENT,$/BBL,97.950000000384,104.42999999980799,99.08999999942401,17.9577
2022-07-31,ICE BRENT,$/BBL,110.00999999942401,110.66999999999999,106.899999999744,17.9261
2022-07-30,ICE BRENT,$/BBL,110.00999999942401,110.66999999999999,106.899999999744,17.9261
2022-07-29,ICE BRENT,$/BBL,110.00999999942401,110.66999999999999,106.899999999744,17.9261
2022-07-28,ICE BRENT,$/BBL,107.14000000032,109.05999999955199,105.99999999993601,17.9367
2022-07-27,ICE BRENT,$/BBL,106.62000000019201,107.85999999936001,103.73000000025601,17.9023
2022-07-26,ICE BRENT,$/BBL,104.400000000576,107.340000000576,103.99000000032,17.8656
2022-07-25,ICE BRENT,$/BBL,105.150000000192,105.37999999968,101.64,17.8331
2022-07-24,ICE BRENT,$/BBL,103.200000000384,105.72000000038399,101.90000000006398,17.7429
2022-07-23,ICE BRENT,$/BBL,103.200000000384,105.72000000038399,101.90000000006398,17.7429
2022-07-22,ICE BRENT,$/BBL,103.200000000384,105.72000000038399,101.90000000006398,17.7429
2022-07-21,ICE BRENT,$/BBL,103.859999999616,106.78000000012798,101.49999999955199,17.6599
2022-07-20,ICE BRENT,$/BBL,106.920000000576,107.450000000448,105.08000000064,17.5922
2022-07-19,ICE BRENT,$/BBL,107.35000000032,107.610000000384,103.599999999552,17.5741
2022-07-18,ICE BRENT,$/BBL,106.269999999744,106.479999999744,99.45999999936,17.495
2022-07-17,ICE BRENT,$/BBL,101.160000000192,102.63999999993601,98.170000000128,17.4896
2022-07-16,ICE BRENT,$/BBL,101.160000000192,102.63999999993601,98.170000000128,17.4896
2022-07-15,ICE BRENT,$/BBL,101.160000000192,102.63999999993601,98.170000000128,17.4896
2022-07-14,ICE BRENT,$/BBL,99.100000000512,100.38999999974399,94.5,17.4896
2022-07-13,ICE BRENT,$/BBL,99.570000000576,101.210000000256,98.28,17.4226
2022-07-12,ICE BRENT,$/BBL,99.489999999936,106.560000000384,98.900000000256,17.2912
2022-07-11,ICE BRENT,$/BBL,107.1,107.699999999424,103.63999999987202,17.2912
2022-07-10,ICE BRENT,$/BBL,107.01999999936,107.46999999993601,103.670000000448,17.2912
2022-07-09,ICE BRENT,$/BBL,107.01999999936,107.46999999993601,103.670000000448,17.2912
2022-07-08,ICE BRENT,$/BBL,107.01999999936,107.46999999993601,103.670000000448,17.2912
2022-07-07,ICE BRENT,$/BBL,104.649999999552,106.35000000038399,98.499999999744,17.2912
2022-07-06,ICE BRENT,$/BBL,100.69000000012798,105.849999999744,98.499999999744,17.2128
2022-07-05,ICE BRENT,$/BBL,102.77000000064,114.750000000384,101.100000000384,16.9674
2022-07-04,ICE BRENT,$/BBL,113.50000000012798,113.999999999424,110.40000000019201,16.8237
2022-07-03,ICE BRENT,$/BBL,111.629999999616,112.450000000128,108.03000000038399,16.7456
2022-07-02,ICE BRENT,$/BBL,111.629999999616,112.450000000128,108.03000000038399,16.7456
2022-07-01,ICE BRENT,$/BBL,111.629999999616,112.450000000128,108.03000000038399,16.7456
2022-06-30,ICE BRENT,$/BBL,114.810000000192,116.669999999616,114.22000000051199,16.6914
2022-06-29,ICE BRENT,$/BBL,116.25999999936,120.41000000064,115.19999999961601,16.6991
2022-06-28,ICE BRENT,$/BBL,117.97999999968,118.27000000032,115.719999999744,16.6488
2022-06-27,ICE BRENT,$/BBL,115.08999999974401,116.07999999993599,111.25999999968,16.676
2022-06-26,ICE BRENT,$/BBL,113.120000000448,113.999999999424,109.24000000032001,17.3791
2022-06-25,ICE BRENT,$/BBL,113.120000000448,113.999999999424,109.24000000032001,17.3791
2022-06-24,ICE BRENT,$/BBL,113.120000000448,113.999999999424,109.24000000032001,17.3791
2022-06-23,ICE BRENT,$/BBL,110.04999999974399,112.70000000044801,108.040000000128,17.3782
2022-06-22,ICE BRENT,$/BBL,111.739999999488,114.44999999999999,107.030000000448,17.3613
2022-06-21,ICE BRENT,$/BBL,114.65000000025599,116.24999999961601,114.02000000025599,17.348
2022-06-20,ICE BRENT,$/BBL,114.13000000012799,114.50000000006399,111.519999999744,17.3425
2022-06-19,ICE BRENT,$/BBL,113.120000000448,121.25000000063999,111.72,17.3216
2022-06-18,ICE BRENT,$/BBL,113.120000000448,121.25000000063999,111.72,17.3216
2022-06-17,ICE BRENT,$/BBL,113.120000000448,121.25000000063999,111.72,17.3216
2022-06-16,ICE BRENT,$/BBL,119.809999999872,120.28999999968,115.55999999980799,17.3191
2022-06-15,ICE BRENT,$/BBL,118.509999999552,121.88000000064,117.750000000192,17.2879
2022-06-14,ICE BRENT,$/BBL,121.16999999999999,125.19000000057599,118.91000000006399,17.2653
2022-06-13,ICE BRENT,$/BBL,122.27000000006399,123.699999999744,118.929999999552,17.2654
2022-06-12,ICE BRENT,$/BBL,122.01,124.32999999974399,119.809999999872,17.0896
2022-06-11,ICE BRENT,$/BBL,122.01,124.32999999974399,119.809999999872,17.0896
2022-06-10,ICE BRENT,$/BBL,122.01,124.32999999974399,119.809999999872,17.0896
2022-06-09,ICE BRENT,$/BBL,123.069999999744,124.33999999948799,122.49999999955199,17.2295
2022-06-08,ICE BRENT,$/BBL,123.580000000128,124.40000000063999,120.449999999616,17.1232
2022-06-07,ICE BRENT,$/BBL,120.570000000576,121.37000000025601,118.54999999987201,16.7385
2022-06-06,ICE BRENT,$/BBL,119.509999999488,121.950000000192,118.769999999616,16.5887
2022-06-05,ICE BRENT,$/BBL,119.719999999488,121.430000000064,116.020000000128,16.5062
2022-06-04,ICE BRENT,$/BBL,119.719999999488,121.430000000064,116.020000000128,16.5062
2022-06-03,ICE BRENT,$/BBL,119.719999999488,121.430000000064,116.020000000128,16.5062
2022-06-02,ICE BRENT,$/BBL,117.60999999974399,118.23999999974399,112.450000000128,16.4686
2022-06-01,ICE BRENT,$/BBL,116.28999999993601,118.56999999936001,115.39999999987201,16.4423
2022-05-31,ICE BRENT,$/BBL,122.840000000256,125.27999999961601,121.59999999974399,16.4171
2022-05-30,ICE BRENT,$/BBL,121.67000000064,122.01,118.97999999961601,16.3857
2022-05-29,ICE BRENT,$/BBL,119.430000000192,119.719999999488,116.63000000064,16.3773
2022-05-28,ICE BRENT,$/BBL,119.430000000192,119.719999999488,116.63000000064,16.3773
2022-05-27,ICE BRENT,$/BBL,119.430000000192,119.719999999488,116.63000000064,16.3773
2022-05-26,ICE BRENT,$/BBL,117.399999999744,118.000000000512,113.850000000576,16.3975
2022-05-25,ICE BRENT,$/BBL,114.02999999999999,115.299999999744,113.010000000576,16.2963
2022-05-24,ICE BRENT,$/BBL,113.55999999993601,114.629999999424,111.700000000512,16.1135
2022-05-23,ICE BRENT,$/BBL,113.419999999488,114.34000000012799,111.860000000448,15.878
2022-05-22,ICE BRENT,$/BBL,112.550000000256,113.14999999968,110.519999999808,15.9536
2022-05-21,ICE BRENT,$/BBL,112.550000000256,113.14999999968,110.519999999808,15.9536
2022-05-20,ICE BRENT,$/BBL,112.550000000256,113.14999999968,110.519999999808,15.9536
2022-05-19,ICE BRENT,$/BBL,112.03999999987201,112.30999999968002,105.69999999955199,15.9492
2022-05-18,ICE BRENT,$/BBL,109.10999999961601,114.149999999616,108.350000000256,15.9492
2022-05-17,ICE BRENT,$/BBL,111.93,115.690000000512,111.09,15.8171
2022-05-16,ICE BRENT,$/BBL,114.24,114.78999999936,108.83999999980799,15.5919
2022-05-15,ICE BRENT,$/BBL,111.55000000032,111.689999999424,107.78999999980799,15.4656
2022-05-14,ICE BRENT,$/BBL,111.55000000032,111.689999999424,107.78999999980799,15.4656
2022-05-13,ICE BRENT,$/BBL,111.55000000032,111.689999999424,107.78999999980799,15.4656
2022-05-12,ICE BRENT,$/BBL,107.450000000448,108.71000000044799,104.68999999987201,15.3802
2022-05-11,ICE BRENT,$/BBL,107.51000000025599,108.290000000448,101.30000000064,15.3157
2022-05-10,ICE BRENT,$/BBL,102.460000000512,106.959999999552,101.72000000064,15.2199
2022-05-09,ICE BRENT,$/BBL,105.940000000128,113.199999999744,105.0,15.001
2022-05-08,ICE BRENT,$/BBL,112.39000000031999,,,14.9247
2022-05-07,ICE BRENT,$/BBL,112.39000000031999,,,14.9247
2022-05-06,ICE BRENT,$/BBL,112.39000000031999,113.50000000012798,109.87000000032,14.9247
2022-05-05,ICE BRENT,$/BBL,110.89999999948799,113.999999999424,109.2,14.858
2022-05-04,ICE BRENT,$/BBL,110.14000000012798,110.99999999961601,105.46000000032001,14.8118
2022-05-03,ICE BRENT,$/BBL,104.96999999942399,108.31999999968,104.62000000031999,14.8118
2022-05-02,ICE BRENT,$/BBL,107.579999999808,108.46000000012799,103.10000000025599,14.8118
2022-05-01,ICE BRENT,$/BBL,109.34000000044801,,,14.8118
2022-04-30,ICE BRENT,$/BBL,109.34000000044801,,,14.8118
2022-04-29,ICE BRENT,$/BBL,109.34000000044801,110.300000000064,106.99999999987202,14.8118
2022-04-28,ICE BRENT,$/BBL,107.58999999955199,107.999999999808,103.289999999424,14.8064
2022-04-27,ICE BRENT,$/BBL,105.31999999987201,106.329999999552,103.269999999936,14.8229
2022-04-26,ICE BRENT,$/BBL,104.990000000256,106.200000000192,101.07999999955199,14.7936
2022-04-25,ICE BRENT,$/BBL,102.32000000006398,105.849999999744,99.480000000192,14.7705
2022-04-24,ICE BRENT,$/BBL,106.649999999424,,,14.7333
2022-04-23,ICE BRENT,$/BBL,106.649999999424,,,14.7333
2022-04-22,ICE BRENT,$/BBL,106.649999999424,108.76000000051201,105.79999999968001,14.7333
2022-04-21,ICE BRENT,$/BBL,108.329999999424,109.799999999424,106.76000000063999,14.6869
2022-04-20,ICE BRENT,$/BBL,106.799999999616,108.999999999744,104.649999999552,14.6688
2022-04-19,ICE BRENT,$/BBL,107.250000000192,114.209999999424,106.73999999980799,14.6607
2022-04-18,ICE BRENT,$/BBL,113.159999999424,114.839999999424,110.71000000032,14.6515
