Tarih,ÖTV ,Adet,ÖTV Oranı,ÖTV uygulanan Ürün Adı
2019-04-10,1736.1,1000,1.7361,Motorin
2019-04-10,1736.1,1000,1.7361,Biodizelli Motorin
2019-04-16,2081.0,1000,2.081,Kursunsuz Benzin 95
2019-04-16,2081.0,1000,2.081,Kursunsuz Benzin 95
2019-04-16,2039.38,1000,2.03938,Etanollü Kurşunsuz Benzin 95
2019-04-16,2039.38,1000,2.03938,Etanollü Kurşunsuz Benzin 95
2019-04-16,1559.9,1000,1.5599,Motorin
2019-04-16,1559.9,1000,1.5599,Biodizelli Motorin
2019-04-17,1563.5,1000,1.5635,LPG
2019-05-07,1391.3,1000,1.3913,Motorin
2019-05-07,1391.3,1000,1.3913,Biodizelli Motorin
2019-05-10,1412.8,1000,1.4128,LPG
2019-05-30,1498.0,1000,1.498,Motorin
2019-05-30,1498.0,1000,1.498,Biodizelli Motorin
2019-06-01,1663.8,1000,1.6638,Motorin
2019-06-01,1663.8,1000,1.6638,Biodizelli Motorin
2019-06-04,2376.5,1000,2.3765,Kursunsuz Benzin 95
2019-06-04,2376.5,1000,2.3765,Kursunsuz Benzin 95
2019-06-04,2328.97,1000,2.32897,Etanollü Kurşunsuz Benzin 95
2019-06-04,2328.97,1000,2.32897,Etanollü Kurşunsuz Benzin 95
2019-06-04,1794.5,1000,1.7945,Motorin
2019-06-04,1794.5,1000,1.7945,Biodizelli Motorin
2019-06-04,1778.0,1000,1.778,LPG
2019-06-25,1788.8,1000,1.7888,Motorin
2019-06-25,1788.8,1000,1.7888,Biodizelli Motorin
2019-07-02,2370.7,1000,2.3707,Kursunsuz Benzin 95
2019-07-02,2370.7,1000,2.3707,Kursunsuz Benzin 95
2019-07-02,2323.29,1000,2.32329,Etanollü Kurşunsuz Benzin 95
2019-07-02,2323.29,1000,2.32329,Etanollü Kurşunsuz Benzin 95
2019-07-05,2376.5,1000,2.3765,Kursunsuz Benzin 95
2019-07-05,2376.5,1000,2.3765,Kursunsuz Benzin 95
2019-07-05,2328.97,1000,2.32897,Etanollü Kurşunsuz Benzin 95
2019-07-05,2328.97,1000,2.32897,Etanollü Kurşunsuz Benzin 95
2019-07-09,1794.5,1000,1.7945,Motorin
2019-07-09,1794.5,1000,1.7945,Biodizelli Motorin
2019-07-17,2285.0,1000,2.285,Kursunsuz Benzin 95
2019-07-17,2285.0,1000,2.285,Kursunsuz Benzin 95
2019-07-17,2239.3,1000,2.2393,Etanollü Kurşunsuz Benzin 95
2019-07-17,2239.3,1000,2.2393,Etanollü Kurşunsuz Benzin 95
2019-07-17,1763.7,1000,1.7637,Motorin
2019-07-17,1763.7,1000,1.7637,Biodizelli Motorin
2019-07-20,2376.5,1000,2.3765,Kursunsuz Benzin 95
2019-07-20,2376.5,1000,2.3765,Kursunsuz Benzin 95
2019-07-20,2328.97,1000,2.32897,Etanollü Kurşunsuz Benzin 95
2019-07-20,2328.97,1000,2.32897,Etanollü Kurşunsuz Benzin 95
2019-07-23,1794.5,1000,1.7945,Motorin
2019-07-23,1794.5,1000,1.7945,Biodizelli Motorin
2019-09-18,2365.2,1000,2.3651999999999997,Kursunsuz Benzin 95
2019-09-18,2365.2,1000,2.3651999999999997,Kursunsuz Benzin 95
2019-09-18,2317.9,1000,2.3179000000000003,Etanollü Kurşunsuz Benzin 95
2019-09-18,2317.9,1000,2.3179000000000003,Etanollü Kurşunsuz Benzin 95
2019-09-18,1578.9,1000,1.5789000000000002,Motorin
2019-09-18,1578.9,1000,1.5789000000000002,Biodizelli Motorin
2019-09-19,2365.2,1000,2.3651999999999997,Kursunsuz Benzin 95
2019-09-19,2365.2,1000,2.3651999999999997,Kursunsuz Benzin 95
2019-09-19,2317.9,1000,2.3179000000000003,Etanollü Kurşunsuz Benzin 95
2019-09-19,2317.9,1000,2.3179000000000003,Etanollü Kurşunsuz Benzin 95
2019-09-20,1727.6,1000,1.7275999999999998,Motorin
2019-09-20,1727.6,1000,1.7275999999999998,Biodizelli Motorin
2019-09-27,2376.5,1000,2.3765,Kursunsuz Benzin 95
2019-09-27,2376.5,1000,2.3765,Kursunsuz Benzin 95
2019-09-27,2328.97,1000,2.32897,Etanollü Kurşunsuz Benzin 95
2019-09-27,2328.97,1000,2.32897,Etanollü Kurşunsuz Benzin 95
2019-10-03,1794.5,1000,1.7945,Motorin
2019-10-03,1794.5,1000,1.7945,Biodizelli Motorin
2019-10-22,1782.9,1000,1.7829000000000002,Motorin
2019-10-22,1782.9,1000,1.7829000000000002,Biodizelli Motorin
2019-11-26,1794.5,1000,1.7945,Motorin
2019-11-26,1794.5,1000,1.7945,Biodizelli Motorin
2019-12-05,1717.1,1000,1.7170999999999998,LPG
2019-12-24,1578.2,1000,1.5782,Motorin
2019-12-24,1578.2,1000,1.5782,Biodizelli Motorin
2019-12-26,1621.7,1000,1.6217000000000001,LPG
2020-01-07,1414.4,1000,1.4144,LPG
2020-01-16,1777.3,1000,1.7772999999999999,Motorin
2020-01-16,1777.3,1000,1.7772999999999999,Biodizelli Motorin
2020-01-28,1794.5,1000,1.7945,Motorin
2020-01-28,1794.5,1000,1.7945,Biodizelli Motorin
2020-01-29,1905.9,1000,1.9059000000000001,Motorin
2020-01-29,1905.9,1000,1.9059000000000001,Biodizelli Motorin
2020-02-07,1557.9,1000,1.5579,LPG
2020-02-29,2526.5,1000,2.5265,Kursunsuz Benzin 95
2020-02-29,2526.5,1000,2.5265,Kursunsuz Benzin 95
2020-02-29,2475.97,1000,2.47597,Etanollü Kurşunsuz Benzin 95
2020-02-29,2475.97,1000,2.47597,Etanollü Kurşunsuz Benzin 95
2020-02-29,2055.9,1000,2.0559000000000003,Motorin
2020-02-29,2055.9,1000,2.0559000000000003,Biodizelli Motorin
2020-03-05,1778.0,1000,1.778,LPG
2020-03-21,1746.8,1000,1.7468,LPG
2020-04-02,1778.0,1000,1.778,LPG
2020-09-04,1725.8,1000,1.7258,LPG
2020-09-25,1614.2,1000,1.6142,LPG
2020-10-03,1322.0,1000,1.322,LPG
2020-10-29,1148.3,1000,1.1482999999999999,LPG
2020-11-04,864.1,1000,0.8641,LPG
2020-11-17,1184.1,1000,1.1841,LPG
2020-11-27,2009.4,1000,2.0094000000000003,Motorin
2020-11-27,2009.4,1000,2.0094000000000003,Biodizelli Motorin
2020-12-01,1112.1,1000,1.1120999999999999,LPG
2020-12-02,971.4,1000,0.9713999999999999,LPG
2020-12-15,2491.9,1000,2.4919000000000002,Kursunsuz Benzin 95
2020-12-15,2491.9,1000,2.4919000000000002,Kursunsuz Benzin 95
2020-12-15,2442.06,1000,2.44206,Etanollü Kurşunsuz Benzin 95
2020-12-15,2442.06,1000,2.44206,Etanollü Kurşunsuz Benzin 95
2020-12-15,1856.0,1000,1.856,Motorin
2020-12-15,1856.0,1000,1.856,Biodizelli Motorin
2020-12-31,1142.6,1000,1.1425999999999998,LPG
2021-01-05,1972.8,1000,1.9727999999999999,Motorin
2021-01-05,1972.8,1000,1.9727999999999999,Biodizelli Motorin
2021-01-05,527.3,1000,0.5273,LPG
2021-01-06,2526.5,1000,2.5265,Kursunsuz Benzin 95
2021-01-06,2526.5,1000,2.5265,Kursunsuz Benzin 95
2021-01-06,2475.97,1000,2.47597,Etanollü Kurşunsuz Benzin 95
2021-01-06,2475.97,1000,2.47597,Etanollü Kurşunsuz Benzin 95
2021-01-07,2495.7,1000,2.4957,Kursunsuz Benzin 95
2021-01-07,2495.7,1000,2.4957,Kursunsuz Benzin 95
2021-01-07,2445.79,1000,2.44579,Etanollü Kurşunsuz Benzin 95
2021-01-07,2445.79,1000,2.44579,Etanollü Kurşunsuz Benzin 95
2021-01-12,2329.2,1000,2.3291999999999997,Kursunsuz Benzin 95
2021-01-12,2329.2,1000,2.3291999999999997,Kursunsuz Benzin 95
2021-01-12,2282.62,1000,2.28262,Etanollü Kurşunsuz Benzin 95
2021-01-12,2282.62,1000,2.28262,Etanollü Kurşunsuz Benzin 95
2021-01-13,1806.5,1000,1.8065,Motorin
2021-01-13,1806.5,1000,1.8065,Biodizelli Motorin
2021-01-26,2257.5,1000,2.2575,Kursunsuz Benzin 95
2021-01-26,2257.5,1000,2.2575,Kursunsuz Benzin 95
2021-01-26,2212.35,1000,2.21235,Etanollü Kurşunsuz Benzin 95
2021-01-26,2212.35,1000,2.21235,Etanollü Kurşunsuz Benzin 95
2021-02-11,1649.7,1000,1.6497,Motorin
2021-02-11,1649.7,1000,1.6497,Biodizelli Motorin
2021-02-12,2149.9,1000,2.1499,Kursunsuz Benzin 95
2021-02-12,2149.9,1000,2.1499,Kursunsuz Benzin 95
2021-02-12,2106.9,1000,2.1069,Etanollü Kurşunsuz Benzin 95
2021-02-12,2106.9,1000,2.1069,Etanollü Kurşunsuz Benzin 95
2021-02-20,1997.7,1000,1.9977,Kursunsuz Benzin 95
2021-02-20,1997.7,1000,1.9977,Kursunsuz Benzin 95
2021-02-20,1957.75,1000,1.95775,Etanollü Kurşunsuz Benzin 95
2021-02-20,1957.75,1000,1.95775,Etanollü Kurşunsuz Benzin 95
2021-02-20,656.0,1000,0.656,LPG
2021-02-25,1470.8,1000,1.4707999999999999,Motorin
2021-02-25,1470.8,1000,1.4707999999999999,Biodizelli Motorin
2021-02-26,1365.0,1000,1.365,Motorin
2021-02-26,1365.0,1000,1.365,Biodizelli Motorin
2021-02-27,1729.2,1000,1.7292,Kursunsuz Benzin 95
2021-02-27,1729.2,1000,1.7292,Kursunsuz Benzin 95
2021-02-27,1694.62,1000,1.6946199999999998,Etanollü Kurşunsuz Benzin 95
2021-02-27,1694.62,1000,1.6946199999999998,Etanollü Kurşunsuz Benzin 95
2021-03-02,187.5,1000,0.1875,LPG
2021-03-10,1426.1,1000,1.4261,Kursunsuz Benzin 95
2021-03-10,1426.1,1000,1.4261,Kursunsuz Benzin 95
2021-03-10,1397.58,1000,1.3975799999999998,Etanollü Kurşunsuz Benzin 95
2021-03-10,1397.58,1000,1.3975799999999998,Etanollü Kurşunsuz Benzin 95
2021-03-11,1140.7,1000,1.1407,Motorin
2021-03-11,1140.7,1000,1.1407,Biodizelli Motorin
2021-03-23,1491.2,1000,1.4912,Motorin
2021-03-23,1491.2,1000,1.4912,Biodizelli Motorin
2021-03-24,1188.5,1000,1.1885,Motorin
2021-03-24,1188.5,1000,1.1885,Biodizelli Motorin
2021-03-25,1554.6,1000,1.5546,Kursunsuz Benzin 95
2021-03-25,1554.6,1000,1.5546,Kursunsuz Benzin 95
2021-03-25,1523.51,1000,1.52351,Etanollü Kurşunsuz Benzin 95
2021-03-25,1523.51,1000,1.52351,Etanollü Kurşunsuz Benzin 95
2021-03-25,1340.6,1000,1.3406,Motorin
2021-03-25,1340.6,1000,1.3406,Biodizelli Motorin
2021-03-26,1334.0,1000,1.334,Kursunsuz Benzin 95
2021-03-26,1334.0,1000,1.334,Kursunsuz Benzin 95
2021-03-26,1307.32,1000,1.30732,Etanollü Kurşunsuz Benzin 95
2021-03-26,1307.32,1000,1.30732,Etanollü Kurşunsuz Benzin 95
2021-03-26,1195.0,1000,1.195,Motorin
2021-03-26,1195.0,1000,1.195,Biodizelli Motorin
2021-03-26,0.0,1000,0.0,LPG
2021-03-27,1459.5,1000,1.4595,Kursunsuz Benzin 95
2021-03-27,1459.5,1000,1.4595,Kursunsuz Benzin 95
2021-03-27,1430.31,1000,1.43031,Etanollü Kurşunsuz Benzin 95
2021-03-27,1430.31,1000,1.43031,Etanollü Kurşunsuz Benzin 95
2021-03-27,1343.2,1000,1.3432,Motorin
2021-03-27,1343.2,1000,1.3432,Biodizelli Motorin
2021-03-30,1321.1,1000,1.3211,Kursunsuz Benzin 95
2021-03-30,1321.1,1000,1.3211,Kursunsuz Benzin 95
2021-03-30,1294.68,1000,1.29468,Etanollü Kurşunsuz Benzin 95
2021-03-30,1294.68,1000,1.29468,Etanollü Kurşunsuz Benzin 95
2021-03-30,1150.1,1000,1.1501,Motorin
2021-03-30,1150.1,1000,1.1501,Biodizelli Motorin
2021-04-01,1129.2,1000,1.1292,Kursunsuz Benzin 95
2021-04-01,1129.2,1000,1.1292,Kursunsuz Benzin 95
2021-04-01,1106.62,1000,1.10662,Etanollü Kurşunsuz Benzin 95
2021-04-01,1106.62,1000,1.10662,Etanollü Kurşunsuz Benzin 95
2021-04-09,1318.7,1000,1.3187,Kursunsuz Benzin 95
2021-04-09,1318.7,1000,1.3187,Kursunsuz Benzin 95
2021-04-09,1292.33,1000,1.29233,Etanollü Kurşunsuz Benzin 95
2021-04-09,1292.33,1000,1.29233,Etanollü Kurşunsuz Benzin 95
2021-04-20,1168.2,1000,1.1682000000000001,Kursunsuz Benzin 95
2021-04-20,1168.2,1000,1.1682000000000001,Kursunsuz Benzin 95
2021-04-20,1144.84,1000,1.1448399999999999,Etanollü Kurşunsuz Benzin 95
2021-04-20,1144.84,1000,1.1448399999999999,Etanollü Kurşunsuz Benzin 95
2021-04-20,994.7,1000,0.9947,Motorin
2021-04-20,994.7,1000,0.9947,Biodizelli Motorin
2021-05-05,861.9,1000,0.8619,Motorin
2021-05-05,861.9,1000,0.8619,Biodizelli Motorin
2021-05-06,865.2,1000,0.8652000000000001,Kursunsuz Benzin 95
2021-05-06,865.2,1000,0.8652000000000001,Kursunsuz Benzin 95
2021-05-06,847.9,1000,0.8479,Etanollü Kurşunsuz Benzin 95
2021-05-06,847.9,1000,0.8479,Etanollü Kurşunsuz Benzin 95
2021-05-06,725.3,1000,0.7253,Motorin
2021-05-06,725.3,1000,0.7253,Biodizelli Motorin
2021-05-06,281.0,1000,0.281,LPG
2021-05-20,1331.3,1000,1.3313,Kursunsuz Benzin 95
2021-05-20,1331.3,1000,1.3313,Kursunsuz Benzin 95
2021-05-20,1304.67,1000,1.30467,Etanollü Kurşunsuz Benzin 95
2021-05-20,1304.67,1000,1.30467,Etanollü Kurşunsuz Benzin 95
2021-05-20,1293.1,1000,1.2931,Motorin
2021-05-20,1293.1,1000,1.2931,Biodizelli Motorin
2021-05-20,810.7,1000,0.8107000000000001,LPG
2021-05-25,1507.2,1000,1.5072,Kursunsuz Benzin 95
2021-05-25,1507.2,1000,1.5072,Kursunsuz Benzin 95
2021-05-25,1477.06,1000,1.47706,Etanollü Kurşunsuz Benzin 95
2021-05-25,1477.06,1000,1.47706,Etanollü Kurşunsuz Benzin 95
2021-05-29,1329.9,1000,1.3299,Kursunsuz Benzin 95
2021-05-29,1329.9,1000,1.3299,Kursunsuz Benzin 95
2021-05-29,1303.3,1000,1.3033,Etanollü Kurşunsuz Benzin 95
2021-05-29,1303.3,1000,1.3033,Etanollü Kurşunsuz Benzin 95
2021-06-01,1066.7,1000,1.0667,Motorin
2021-06-01,1066.7,1000,1.0667,Biodizelli Motorin
2021-06-02,447.9,1000,0.44789999999999996,LPG
2021-06-08,1077.6,1000,1.0776,Kursunsuz Benzin 95
2021-06-08,1077.6,1000,1.0776,Kursunsuz Benzin 95
2021-06-08,1056.05,1000,1.05605,Etanollü Kurşunsuz Benzin 95
2021-06-08,1056.05,1000,1.05605,Etanollü Kurşunsuz Benzin 95
2021-06-10,936.6,1000,0.9366,Motorin
2021-06-10,936.6,1000,0.9366,Biodizelli Motorin
2021-06-24,717.7,1000,0.7177,Motorin
2021-06-24,717.7,1000,0.7177,Biodizelli Motorin
2021-06-25,838.7,1000,0.8387,Kursunsuz Benzin 95
2021-06-25,838.7,1000,0.8387,Kursunsuz Benzin 95
2021-06-25,821.93,1000,0.8219299999999999,Etanollü Kurşunsuz Benzin 95
2021-06-25,821.93,1000,0.8219299999999999,Etanollü Kurşunsuz Benzin 95
2021-07-02,0.0,1000,0.0,LPG
2021-07-17,672.6,1000,0.6726,Kursunsuz Benzin 95
2021-07-17,672.6,1000,0.6726,Kursunsuz Benzin 95
2021-07-17,659.15,1000,0.65915,Etanollü Kurşunsuz Benzin 95
2021-07-17,659.15,1000,0.65915,Etanollü Kurşunsuz Benzin 95
2021-07-27,784.0,1000,0.784,Kursunsuz Benzin 95
2021-07-27,784.0,1000,0.784,Kursunsuz Benzin 95
2021-07-27,768.32,1000,0.76832,Etanollü Kurşunsuz Benzin 95
2021-07-27,768.32,1000,0.76832,Etanollü Kurşunsuz Benzin 95
2021-07-27,815.6,1000,0.8156,Motorin
2021-07-27,815.6,1000,0.8156,Biodizelli Motorin
2021-08-11,1033.9,1000,1.0339,Motorin
2021-08-11,1033.9,1000,1.0339,Biodizelli Motorin
2021-08-20,1058.3,1000,1.0583,Kursunsuz Benzin 95
2021-08-20,1058.3,1000,1.0583,Kursunsuz Benzin 95
2021-08-20,1037.13,1000,1.03713,Etanollü Kurşunsuz Benzin 95
2021-08-20,1037.13,1000,1.03713,Etanollü Kurşunsuz Benzin 95
2021-08-21,1259.7,1000,1.2597,Kursunsuz Benzin 95
2021-08-21,1259.7,1000,1.2597,Kursunsuz Benzin 95
2021-08-21,1234.51,1000,1.23451,Etanollü Kurşunsuz Benzin 95
2021-08-21,1234.51,1000,1.23451,Etanollü Kurşunsuz Benzin 95
2021-08-27,1020.7,1000,1.0207,Kursunsuz Benzin 95
2021-08-27,1020.7,1000,1.0207,Kursunsuz Benzin 95
2021-08-27,1000.29,1000,1.00029,Etanollü Kurşunsuz Benzin 95
2021-08-27,1000.29,1000,1.00029,Etanollü Kurşunsuz Benzin 95
2021-09-07,842.8,1000,0.8428,Motorin
2021-09-07,842.8,1000,0.8428,Biodizelli Motorin
2021-09-09,771.5,1000,0.7715,Kursunsuz Benzin 95
2021-09-09,771.5,1000,0.7715,Kursunsuz Benzin 95
2021-09-09,756.07,1000,0.75607,Etanollü Kurşunsuz Benzin 95
2021-09-09,756.07,1000,0.75607,Etanollü Kurşunsuz Benzin 95
2021-09-21,554.7,1000,0.5547000000000001,Motorin
2021-09-21,554.7,1000,0.5547000000000001,Biodizelli Motorin
2021-09-29,122.6,1000,0.1226,Motorin
2021-09-29,122.6,1000,0.1226,Biodizelli Motorin
2021-09-30,484.9,1000,0.4849,Kursunsuz Benzin 95
2021-09-30,484.9,1000,0.4849,Kursunsuz Benzin 95
2021-09-30,475.2,1000,0.4752,Etanollü Kurşunsuz Benzin 95
2021-09-30,475.2,1000,0.4752,Etanollü Kurşunsuz Benzin 95
2021-10-08,228.5,1000,0.2285,Kursunsuz Benzin 95
2021-10-08,228.5,1000,0.2285,Kursunsuz Benzin 95
2021-10-08,223.93,1000,0.22393000000000002,Etanollü Kurşunsuz Benzin 95
2021-10-08,223.93,1000,0.22393000000000002,Etanollü Kurşunsuz Benzin 95
2021-10-08,0.0,1000,0.0,Motorin
2021-10-08,0.0,1000,0.0,Biodizelli Motorin
2021-10-16,0.0,1000,0.0,Kursunsuz Benzin 95
2021-10-16,0.0,1000,0.0,Kursunsuz Benzin 95
2021-10-16,0.0,1000,0.0,Etanollü Kurşunsuz Benzin 95
2021-10-16,0.0,1000,0.0,Etanollü Kurşunsuz Benzin 95
2021-12-24,1626.0,1000,1.626,Kursunsuz Benzin 95
2021-12-24,1626.0,1000,1.626,Kursunsuz Benzin 95
2021-12-24,1593.48,1000,1.59348,Etanollü Kurşunsuz Benzin 95
2021-12-24,1593.48,1000,1.59348,Etanollü Kurşunsuz Benzin 95
2021-12-24,1648.1,1000,1.6481,Motorin
2021-12-24,1648.1,1000,1.6481,Biodizelli Motorin
2021-12-25,2037.6,1000,2.0376,Kursunsuz Benzin 95
2021-12-25,2037.6,1000,2.0376,Kursunsuz Benzin 95
2021-12-25,1996.85,1000,1.99685,Etanollü Kurşunsuz Benzin 95
2021-12-25,1996.85,1000,1.99685,Etanollü Kurşunsuz Benzin 95
2021-12-25,2055.9,1000,2.0559000000000003,Motorin
2021-12-25,2055.9,1000,2.0559000000000003,Biodizelli Motorin
2021-12-25,1778.0,1000,1.778,LPG
2022-03-01,2526.5,1000,2.5265,Kursunsuz Benzin 95
2022-03-01,2526.5,1000,2.5265,Kursunsuz Benzin 95
2022-03-01,2475.97,1000,2.47597,Etanollü Kurşunsuz Benzin 95
